"gene","modules","cell_type","module_name","name","merge_module"
"MGAT2","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"MLEC","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"NCLN","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"NXPE3","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"OST4","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"PRDX5","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"SCYL1","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"SEC23B","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"SEC31A","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"SEL1L","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"SLC39A7","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"TMED5","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"TMEM258","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"USO1","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"ZBTB38","10_9","B","B_6_2","B_6_2: Asparagine N-linked glycosylation","B_2"
"AFF3","9_11","B","B_7_1","B_7_1: B naive","B_4"
"APLP2","9_11","B","B_7_1","B_7_1: B naive","B_4"
"APPL1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"ATP10D","9_11","B","B_7_1","B_7_1: B naive","B_4"
"BACH2","9_11","B","B_7_1","B_7_1: B naive","B_4"
"BCL7A","9_11","B","B_7_1","B_7_1: B naive","B_4"
"BLOC1S2","9_11","B","B_7_1","B_7_1: B naive","B_4"
"BTLA","9_11","B","B_7_1","B_7_1: B naive","B_4"
"C16orf74","9_11","B","B_7_1","B_7_1: B naive","B_4"
"CALHM6","9_11","B","B_7_1","B_7_1: B naive","B_4"
"CAMK2D","9_11","B","B_7_1","B_7_1: B naive","B_4"
"CD200","9_11","B","B_7_1","B_7_1: B naive","B_4"
"CDCA7L","9_11","B","B_7_1","B_7_1: B naive","B_4"
"COL19A1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"DMXL1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"FCER2","9_11","B","B_7_1","B_7_1: B naive","B_4"
"FCRL1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"FOXP1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"HVCN1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"IL4R","9_11","B","B_7_1","B_7_1: B naive","B_4"
"ITPR1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"LINC00926","9_11","B","B_7_1","B_7_1: B naive","B_4"
"LTA4H","9_11","B","B_7_1","B_7_1: B naive","B_4"
"LYST","9_11","B","B_7_1","B_7_1: B naive","B_4"
"MEF2C","9_11","B","B_7_1","B_7_1: B naive","B_4"
"NIBAN3","9_11","B","B_7_1","B_7_1: B naive","B_4"
"PCDH9","9_11","B","B_7_1","B_7_1: B naive","B_4"
"PLEKHA2","9_11","B","B_7_1","B_7_1: B naive","B_4"
"PLPP5","9_11","B","B_7_1","B_7_1: B naive","B_4"
"RB1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"RCSD1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"SELL","9_11","B","B_7_1","B_7_1: B naive","B_4"
"SNX29","9_11","B","B_7_1","B_7_1: B naive","B_4"
"SP140L","9_11","B","B_7_1","B_7_1: B naive","B_4"
"STK17A","9_11","B","B_7_1","B_7_1: B naive","B_4"
"STRBP","9_11","B","B_7_1","B_7_1: B naive","B_4"
"STX7","9_11","B","B_7_1","B_7_1: B naive","B_4"
"SWAP70","9_11","B","B_7_1","B_7_1: B naive","B_4"
"TAPT1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"TCL1A","9_11","B","B_7_1","B_7_1: B naive","B_4"
"TCTN1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"TSPAN13","9_11","B","B_7_1","B_7_1: B naive","B_4"
"ZCCHC7","9_11","B","B_7_1","B_7_1: B naive","B_4"
"ZFP36L1","9_11","B","B_7_1","B_7_1: B naive","B_4"
"ZNF318","9_11","B","B_7_1","B_7_1: B naive","B_4"
"ACP1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"AKR1B1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"ATP5F1D","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"ATP5IF1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"BABAM1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"CCT8","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"CHCHD1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"CHMP2A","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"CIAO2B","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"CISD1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"COPS3","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"COX6A1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"DCTN3","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"DCUN1D5","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"DNAJC15","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"ECHS1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"EMC4","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"ERH","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"ETFA","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"FKBP1A","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"GAPDH","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"HSBP1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"IFT25","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"MPC2","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"MRPL13","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"MRPL15","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"MRPL19","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"MRPL21","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"MRPL23","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"MRPL48","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"MRPS11","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"NDUFA4","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"NDUFA9","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"NDUFB2","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"NUDCD2","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"PMVK","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"POP5","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"PSMD6","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"RARS1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"RMDN1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"SEM1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"SLC25A3","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"SNRPC","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"SNU13","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"TMEM183A","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"TMEM256","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"TMEM50A","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"TOMM5","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"UQCR10","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"VDAC1","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"VPS29","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"WDR18","9_12","B","B_7_2","B_7_2: mitochondrial protein-containing complex","B_3"
"ACO2","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"ARF1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"ATRAID","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"CANX","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"CISD2","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"CLINT1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"CNPY2","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"COPB2","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"COPE","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"COX7A2","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"CREB3","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"DCPS","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"DPM3","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"DSTN","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"EIF4G1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"EMC7","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"GANAB","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"GNL3","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"GPAA1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"IER3IP1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"IFI35","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"IFT27","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"ISOC2","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"LAP3","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"LGALS1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"MESD","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"MPC1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"MRPS14","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"NDUFC2","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"NUS1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"PHPT1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"PSMD8","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"RAB5IF","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"RER1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"REXO2","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"RTN3","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"SEC13","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"SEC63","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"SLC35B1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"SPTSSA","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"SRP19","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"SRP72","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"SURF4","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"TIMM17A","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"TMED2","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"TMEM205","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"TOP1","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"YIF1A","9_13","B","B_7_3","B_7_3: Brefeldin A","B_5"
"NOP53","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL13A","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL17","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL18A","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL21","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL23","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL23A","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL27","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL27A","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL31","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL35","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL37A","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL38","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL7","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPL9","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPS10","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPS11","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPS17","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPS20","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"RPS29","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"TPT1","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"UBA52","9_14","B","B_7_4","B_7_4: RNA, Nuclear","B_1"
"ANKRD44","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"ARGLU1","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"ATF7IP","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"BDP1","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"BOD1L1","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"BPTF","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"CENPC","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"CHD2","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"CHD9","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"DDX6","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"FNBP4","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"GCC2","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"JMJD1C","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"KAT6A","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"MORC3","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"N4BP2L2","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"OGA","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"PJA2","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"PNISR","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"PRP4K","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"RICTOR","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"RSRP1","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"SCAF11","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"SETD2","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"SHOC2","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"STK4","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"TRIM44","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"TTC14","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"TUT4","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"USP15","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"USP8","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"VPS13C","9_15","B","B_7_5","B_7_5: protein-DNA complex organization","B_6"
"ACSS1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"AGA","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"ALG2","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"AP3D1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"ARL1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"ARSA","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"BET1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"CALU","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"CCPG1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"CKAP4","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"CREB3L2","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"CTSD","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"EAF2","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"ENTPD1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"ERGIC2","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"ERP44","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"FDX1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"FGFR1OP2","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"FTSJ1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"GFPT1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"GMDS","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"GUSB","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"HEXB","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"HSD17B8","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"ICAM2","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"MAGT1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"MARS1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"MCEE","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"MFF","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"NANS","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"NEU1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"NUDT22","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"OGFOD3","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"PABPC4","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"PDXK","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"PGRMC2","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"PIGT","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"POU2AF1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"PREB","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"PRKCSH","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"RAB1A","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"SIL1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"SLC44A1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"SRGN","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"STT3A","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"STT3B","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"SYVN1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"TECR","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"TFG","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"TRADD","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"UBA5","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"UBE2G1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"YIPF1","8_16","B","B_8_1","B_8_1: Asparagine N-linked glycosylation","B_2"
"ABRACL","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"ANAPC5","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"AP1S1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"C1orf43","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"CBR1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"COMMD4","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"DDX1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"DDX49","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"DPM1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"EIF4E2","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"FH","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"FUNDC2","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"IDH3A","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"MRPL14","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"MRPL28","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"MRPL3","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"MRPL32","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"MRPL58","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"MRPS18A","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"NABP2","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"NDUFA11","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"NDUFA8","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"NDUFAF3","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"NDUFB9","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"NDUFS3","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"NDUFS7","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"NDUFV1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"PFDN6","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"POLR2E","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"PPP1R7","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"PSMA1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"PSMB5","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"PSMC1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"PSMD9","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"RNH1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"RUVBL2","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"SKA2","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"SLC25A39","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"SLX9","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"SRPK1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"STARD7","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"TALDO1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"TIMM44","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"TPGS2","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"TPI1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"USP14","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"VPS25","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
"ZCRB1","8_17","B","B_8_2","B_8_2: Mitochondrial Diseases","B_3"
